Title	Genres	Year	Directors	IMDb Rating	Runtime (mins)	URL
My Super Ex-Girlfriend	comedy, romance, sci_fi	2006	Ivan Reitman	5.2	95	http://www.imdb.com/title/tt0465624/
The Invasion	sci_fi, thriller	2007	Oliver Hirschbiegel	5.9	99	http://www.imdb.com/title/tt0427392/
The Last Mimzy	family, sci_fi	2007	Bob Shaye	6.3	90	http://www.imdb.com/title/tt0768212/
TMNT	animation, action, adventure, comedy, family, fantasy, sci_fi	2007	Kevin Munroe	6.3	87	http://www.imdb.com/title/tt0453556/
Underdog	action, adventure, comedy, family, fantasy, sci_fi	2007	Frederik Du Chau	4.6	84	http://www.imdb.com/title/tt0467110/
Quarantine	horror, sci_fi, thriller	2008	John Erick Dowdle	6	89	http://www.imdb.com/title/tt1082868/
Space Chimps	animation, adventure, comedy, family, sci_fi	2008	Kirk DeMicco	4.5	81	http://www.imdb.com/title/tt0482603/
Superhero Movie	action, comedy, sci_fi, thriller	2008	Craig Mazin	4.3	75	http://www.imdb.com/title/tt0426592/
Battle for Terra	animation, action, adventure, sci_fi, thriller, war	2007	Aristomenis Tsirbas	6.6	85	http://www.imdb.com/title/tt0858486/
Mars Needs Moms	animation, action, adventure, comedy, family, sci_fi	2011	Simon Wells	5.2	88	http://www.imdb.com/title/tt1305591/
Freezing People Is Easy	comedy, drama, horror, sci_fi, thriller	2013	Errol Morris			http://www.imdb.com/title/tt1418349/
Snowpiercer	action, drama, sci_fi	2013	Joon-ho Bong			http://www.imdb.com/title/tt1706620/
About Time	comedy, drama, sci_fi	2013	Richard Curtis			http://www.imdb.com/title/tt2194499/
The Congress	sci_fi	2013	Ari Folman	5.7	122	http://www.imdb.com/title/tt1821641/
The Colony	action, sci_fi, thriller	2013	Jeff Renfroe	6.1	95	http://www.imdb.com/title/tt1160996/
Rollerball	action, sci_fi, sport, thriller	1975	Norman Jewison	6.5	125	http://www.imdb.com/title/tt0073631/
Escape to Witch Mountain	fantasy, family, adventure, sci_fi	1975	John Hough	6.2	97	http://www.imdb.com/title/tt0072951/
King Kong	adventure, fantasy, romance, sci_fi, thriller	1976	John Guillermin	5.7	134	http://www.imdb.com/title/tt0074751/
The Man Who Fell to Earth	sci_fi, drama	1976	Nicolas Roeg	6.7	139	http://www.imdb.com/title/tt0074851/
Wizards	animation, adventure, fantasy, sci_fi	1977	Ralph Bakshi	6.2	80	http://www.imdb.com/title/tt0076929/
Capricorn One	action, sci_fi, thriller	1977	Peter Hyams	6.7	123	http://www.imdb.com/title/tt0077294/
The Boys from Brazil	drama, sci_fi, thriller	1978	Franklin J. Schaffner	7	125	http://www.imdb.com/title/tt0077269/
Attack of the Killer Tomatoes!	comedy, horror, sci_fi, musical	1978	John De Bello	4.5	83	http://www.imdb.com/title/tt0080391/
Piranha	comedy, horror, sci_fi	1978	Joe Dante	5.8	94	http://www.imdb.com/title/tt0078087/
The Black Hole	action, adventure, family, sci_fi	1979	Gary Nelson	5.8	98	http://www.imdb.com/title/tt0078869/
The Brood	horror, sci_fi	1979	David Cronenberg	6.8	92	http://www.imdb.com/title/tt0078908/
Phantasm	fantasy, horror, sci_fi	1979	Don Coscarelli	6.7	88	http://www.imdb.com/title/tt0079714/
Stalker	adventure, drama, fantasy, mystery, sci_fi	1979	Andrei Tarkovsky	8.1	163	http://www.imdb.com/title/tt0079944/
Dark Star	comedy, sci_fi	1974	John Carpenter	6.5	83	http://www.imdb.com/title/tt0069945/
Zardoz	fantasy, sci_fi	1974	John Boorman	5.7	105	http://www.imdb.com/title/tt0070948/
Phantom of the Paradise	comedy, drama, fantasy, music, thriller	1974	Brian De Palma	7	92	http://www.imdb.com/title/tt0071994/
Slaughterhouse-Five	comedy, drama, fantasy, sci_fi, war	1972	George Roy Hill	7	104	http://www.imdb.com/title/tt0069280/
Colossus: The Forbin Project	sci_fi, thriller	1970	Joseph Sargent	7.1	100	http://www.imdb.com/title/tt0064177/
The Incredible Shrinking Woman	sci_fi, comedy, fantasy	1981	Joel Schumacher	5.1	88	http://www.imdb.com/title/tt0082558/
Megaforce	sci_fi, action	1982	Hal Needham	3	99	http://www.imdb.com/title/tt0084316/
Silent Rage	action, horror, sci_fi, thriller	1982	Michael Miller	5.3	103	http://www.imdb.com/title/tt0084684/
Zapped!	comedy, sci_fi	1982	Robert J. Rosenthal	4.4	98	http://www.imdb.com/title/tt0084945/
The Man Who Wasn't There	action, adventure, comedy, fantasy, romance, sci_fi	1983	Bruce Malmuth	3.2	111	http://www.imdb.com/title/tt0085892/
Metalstorm: The Destruction of Jared-Syn	adventure, sci_fi, action, romance	1983	Charles Band	3.3	84	http://www.imdb.com/title/tt0085935/
Nightmares	horror, sci_fi	1983	Joseph Sargent	5.4	99	http://www.imdb.com/title/tt0086014/
Spacehunter: Adventures in the Forbidden Zone	adventure, sci_fi	1983	Lamont Johnson	4.9	90	http://www.imdb.com/title/tt0086346/
Yor, the Hunter from the Future	action, adventure, fantasy, sci_fi	1983	Anthony M. Dawson	3.7	88	http://www.imdb.com/title/tt0084935/
Electric Dreams	comedy, drama, music, romance, sci_fi	1984	Steve Barron	6.1	95	http://www.imdb.com/title/tt0087197/
Iceman	drama, sci_fi	1984	Fred Schepisi	6.1	100	http://www.imdb.com/title/tt0087452/
Baby: Secret of the Lost Legend	family, adventure, sci_fi	1985	B.W.L. Norton	4.8	95	http://www.imdb.com/title/tt0088760/
The Bride	fantasy, horror, romance, sci_fi	1985	Franc Roddam	5.1	118	http://www.imdb.com/title/tt0088851/
Creator	comedy, romance, sci_fi	1985	Ivan Passer	5.6	107	http://www.imdb.com/title/tt0088960/
Black Moon Rising	action, sci_fi, thriller	1986	Harley Cokliss	5.3	100	http://www.imdb.com/title/tt0090735/
Eliminators	action, adventure, fantasy, sci_fi, thriller	1986	Peter Manoogian	3.5	96	http://www.imdb.com/title/tt0091003/
Invaders from Mars	horror, sci_fi	1986	Tobe Hooper	5.2	100	http://www.imdb.com/title/tt0091276/
King Kong Lives	action, adventure, horror, sci_fi	1986	John Guillermin	3.5	105	http://www.imdb.com/title/tt0091344/
The Manhattan Project	sci_fi, thriller	1986	Marshall Brickman	5.8	117	http://www.imdb.com/title/tt0091472/
Cocoon: The Return	adventure, comedy, mystery, romance, sci_fi	1988	Daniel Petrie	5	116	http://www.imdb.com/title/tt0094890/
Monkey Shines	drama, horror, sci_fi, thriller	1988	George A. Romero	6.1	113	http://www.imdb.com/title/tt0095652/
Dark Angel	action, crime, drama, horror, sci_fi, thriller	1990	Craig R. Baxley	5.6	91	http://www.imdb.com/title/tt0099817/
Spaced Invaders	adventure, comedy, sci_fi	1990	Patrick Read Johnson	4.9	100	http://www.imdb.com/title/tt0100666/
Late for Dinner	drama, sci_fi	1991	W.D. Richter	6.2	99	http://www.imdb.com/title/tt0102279/
Mom and Dad Save the World	adventure, comedy, family, sci_fi	1992	Greg Beeman	4.8	88	http://www.imdb.com/title/tt0104905/
Man's Best Friend	comedy, horror, sci_fi, thriller	1993	John Lafia	4.8	97	http://www.imdb.com/title/tt0107504/
Double Dragon	action, adventure, comedy, sci_fi	1994	James Nickson	3.4	96	http://www.imdb.com/title/tt0106761/
The Mangler	comedy, horror, sci_fi, thriller	1995	Tobe Hooper	3.6	106	http://www.imdb.com/title/tt0113762/
Joe's Apartment	comedy, fantasy, musical, sci_fi	1996	John Payson	5.1	80	http://www.imdb.com/title/tt0116707/
Solo	action, sci_fi, thriller	1996	Norberto Barba	3.8	94	http://www.imdb.com/title/tt0117688/
Unforgettable	sci_fi, thriller, mystery	1996	John Dahl	5.8	117	http://www.imdb.com/title/tt0118040/
Digimon: The Movie	animation, action, adventure, fantasy, sci_fi, thriller	2000	Mamoru Hosoda, Shigeyasu Yamauchi	5.2	82	http://www.imdb.com/title/tt0259974/
What Planet Are You From?	comedy, sci_fi	2000	Mike Nichols	5.4	105	http://www.imdb.com/title/tt0181151/
Recess: School's Out	animation, family, comedy, mystery, sci_fi	2001	Chuck Sheetz	6.3	82	http://www.imdb.com/title/tt0265632/
Good Boy!	comedy, drama, family, fantasy, sci_fi	2003	John Hoffman	4.9	87	http://www.imdb.com/title/tt0326900/
Aqua Teen Hunger Force Colon Movie Film for Theaters	animation, action, adventure, comedy, fantasy, sci_fi	2007	Matt Maiellaro, Dave Willis	6.7	86	http://www.imdb.com/title/tt0455326/
Have Space Suit, Will Travel	sci_fi	????				http://www.imdb.com/title/tt1686463/
Last Days on Mars	sci_fi, thriller	2013	Ruairi Robinson	6.9		http://www.imdb.com/title/tt1709143/
The Ultimate Warrior	action, sci_fi, thriller	1975	Robert Clouse	5.6	94	http://www.imdb.com/title/tt0073835/
At the Earth's Core	sci_fi, adventure, fantasy	1976	Kevin Connor	5.1	89	http://www.imdb.com/title/tt0074157/
God Told Me To	crime, horror, sci_fi, mystery, thriller	1976	Larry Cohen	6.2	91	http://www.imdb.com/title/tt0075930/
Kingdom of the Spiders	sci_fi, horror	1977	John 'Bud' Cardos	5.7	97	http://www.imdb.com/title/tt0076271/
Damnation Alley	sci_fi, drama, thriller	1977	Jack Smight	5	91	http://www.imdb.com/title/tt0075909/
The Island of Dr. Moreau	adventure, fantasy, horror, romance, sci_fi, thriller	1977	Don Taylor	5.7	99	http://www.imdb.com/title/tt0076210/
Wakusei daisenso	action, adventure, sci_fi	1977	Jun Fukuda	4.9	85	http://www.imdb.com/title/tt0076902/
The Cat from Outer Space	comedy, sci_fi	1978	Norman Tokar	5.6	104	http://www.imdb.com/title/tt0077305/
Return from Witch Mountain	family, adventure, sci_fi, fantasy	1978	John Hough	5.6	95	http://www.imdb.com/title/tt0078158/
Goldengirl	drama, sci_fi, sport	1979	Joseph Sargent	4.3	104	http://www.imdb.com/title/tt0079225/
Meteor	action, drama, sci_fi, thriller	1979	Ronald Neame	4.8	108	http://www.imdb.com/title/tt0079550/
The Bugs Bunny/Road-Runner Movie	animation, family, music, comedy, sci_fi	1979	Chuck Jones, Phil Monroe	7.1	98	http://www.imdb.com/title/tt0078915/
The Island at the Top of the World	adventure, family, fantasy, sci_fi	1974	Robert Stevenson	6	93	http://www.imdb.com/title/tt0071671/
Flesh Gordon	comedy, sci_fi	1974	Michael Benveniste, Howard Ziehm	4.3	78	http://www.imdb.com/title/tt0068595/
The Little Prince	family, fantasy, musical, sci_fi	1974	Stanley Donen	6.1	88	http://www.imdb.com/title/tt0071762/
Let Sleeping Corpses Lie	horror, sci_fi	1974	Jorge Grau	6.8	93	http://www.imdb.com/title/tt0071431/
Phase IV	horror, sci_fi, thriller	1974	Saul Bass	6.4	84	http://www.imdb.com/title/tt0070531/
Godzilla vs. Mechagodzilla	action, fantasy, horror, sci_fi	1974	Jun Fukuda	6	84	http://www.imdb.com/title/tt0071565/
Ivan Vasilievich: Back to the Future	adventure, comedy, sci_fi	1973	Leonid Gayday	7.8	93	http://www.imdb.com/title/tt0070233/
The Crazies	action, horror, sci_fi, thriller	1973	George A. Romero	6	103	http://www.imdb.com/title/tt0069895/
Idaho Transfer	sci_fi, adventure, drama	1973	Peter Fonda	5.2	86	http://www.imdb.com/title/tt0071647/
Horror Express	horror, sci_fi	1972	Gene Martin	6.4	84	http://www.imdb.com/title/tt0068713/
Lady Frankenstein	horror, sci_fi	1971	Mel Welles	4.8	93	http://www.imdb.com/title/tt0067321/
Fata Morgana	drama, sci_fi	1971	Werner Herzog	6.9	79	http://www.imdb.com/title/tt0067085/
Upstream Color	drama, sci_fi	2013	Shane Carruth	6.8	96	http://www.imdb.com/title/tt2084989/
The World's End	comedy, sci_fi	2013	Edgar Wright			http://www.imdb.com/title/tt1213663/
Ender's Game	action, adventure, sci_fi	2013	Gavin Hood			http://www.imdb.com/title/tt1731141/
The Prototype	action, sci_fi, thriller	2013	Marcelo Grion		95	http://www.imdb.com/title/tt1754700/
The Philosophers	drama, fantasy, sci_fi, thriller	2013	John Huddles			http://www.imdb.com/title/tt1928340/
Escape Plan	action, thriller	2013	Mikael Håfström			http://www.imdb.com/title/tt1211956/
51 Degrees	biography, drama, mystery, sci_fi, thriller	2013	Grigorij Richters			http://www.imdb.com/title/tt2374721/
The Avengers	action	2012	Joss Whedon	8.3	143	http://www.imdb.com/title/tt0848228/
Chronicle	drama, sci_fi, thriller	2012	Josh Trank	7	84	http://www.imdb.com/title/tt1706593/
Seeking a Friend for the End of the World	drama, romance, sci_fi	2012	Lorene Scafaria	6.7	101	http://www.imdb.com/title/tt1307068/
Atlas Shrugged II: The Strike	drama, mystery, sci_fi	2012	John Putch	5.2	111	http://www.imdb.com/title/tt1985017/
U.F.O.	sci_fi	2012	Dominic Burns	3.1	101	http://www.imdb.com/title/tt2040578/
Robot & Frank	comedy, crime, drama, sci_fi	2012	Jake Schreier	7.1	89	http://www.imdb.com/title/tt1990314/
Branded	drama, fantasy, mystery	2012	Jamie Bradshaw, Alexander Doulerain	4.5	106	http://www.imdb.com/title/tt1368440/
Antiviral	horror, sci_fi, thriller	2012	Brandon Cronenberg	5.6	108	http://www.imdb.com/title/tt2099556/
Occupied	action, drama, horror, sci_fi	2013	Thomas Elliott		95	http://www.imdb.com/title/tt2731884/
Empires of the Deep	sci_fi	2014	Michael French, Scott Miller			http://www.imdb.com/title/tt1240952/
Infected	action, horror	2013	Filip Maciejewicz	3	92	http://www.imdb.com/title/tt2536086/
Sexy Evil Genius	comedy, drama, thriller	2013	Shawn Piller	5	91	http://www.imdb.com/title/tt1801096/
Strange Frame: Love & Sax	animation, sci_fi	2012	G.B. Hajim	6.4	98	http://www.imdb.com/title/tt0969345/
The 25th Reich	action, adventure, fantasy, sci_fi	2012	Stephen Amis	3.1	85	http://www.imdb.com/title/tt1931551/
Grabbers	comedy, horror, sci_fi, thriller	2012	Jon Wright	6.1	94	http://www.imdb.com/title/tt1525366/
The Brides of Sodom	fantasy, horror, sci_fi, thriller	2013	Creep Creepersin	5	119	http://www.imdb.com/title/tt1608369/
Sol	sci_fi	2012	Benjamin Carland	3.2		http://www.imdb.com/title/tt1584146/
Future Fighters	sci_fi	2014	Nelson Shin		120	http://www.imdb.com/title/tt1724964/
Extinction	action, drama, fantasy, sci_fi	2014	Ty Curtis King			http://www.imdb.com/title/tt1369492/
All You Need Is Kill	action, sci_fi	2014	Doug Liman			http://www.imdb.com/title/tt1631867/
Of Silence	drama, horror, sci_fi, thriller	2012	Jeremiah Sayys	5.5	94	http://www.imdb.com/title/tt1405413/
Gemini Rising	action, sci_fi, thriller	2013	Dana Schroeder		93	http://www.imdb.com/title/tt1737796/
Paradox Alice	sci_fi	2012	Eric Dapkewicz	4	115	http://www.imdb.com/title/tt1822394/
Astronaut: The Last Push	sci_fi	2012	Eric Hayden	4.3	90	http://www.imdb.com/title/tt1541123/
Timeless	sci_fi, thriller	2014	Michael Bartlett, Kevin Gates			http://www.imdb.com/title/tt1501675/
The Gunrunner Billy Kane	sci_fi	2013	M.D. Selig			http://www.imdb.com/title/tt1633358/
Dark Skies	horror, sci_fi, thriller	2013	Scott Stewart	6.2	97	http://www.imdb.com/title/tt2387433/
Mantera	action, sci_fi	2012	Aliyar Ali Kutty, Miza Mohamad	3	117	http://www.imdb.com/title/tt2193151/
Hunting the Phantom	action, adventure, sci_fi	2013	Marina Kunarova		120	http://www.imdb.com/title/tt1880313/
Liberty	horror, sci_fi, thriller	2014				http://www.imdb.com/title/tt1180174/
The Human Race	action, horror, sci_fi	2013	Paul Hough	5.8	87	http://www.imdb.com/title/tt1427298/
Patriot Act	action, adventure, sci_fi, thriller	2013	Wayne Slaten			http://www.imdb.com/title/tt1822395/
A70	drama, horror, sci_fi	2014				http://www.imdb.com/title/tt1535960/
Mars et Avril	drama, sci_fi	2012	Martin Villeneuve	5.4	90	http://www.imdb.com/title/tt1638277/
Polypore	adventure, sci_fi	2013	Jesse Barack		72	http://www.imdb.com/title/tt1712086/
Never Open the Door	sci_fi	2014	Vito Trabucco			http://www.imdb.com/title/tt1806975/
Alongside Night	action, adventure, drama, sci_fi, thriller	2013	J. Neil Schulman		112	http://www.imdb.com/title/tt1667061/
Crushed Velvet	sci_fi, thriller	2013	Brian Skiba		94	http://www.imdb.com/title/tt1633338/
Astro Zombies: M4 - Invaders from Cyberspace	comedy, horror, sci_fi	2012	Ted V. Mikels	3		http://www.imdb.com/title/tt1887669/
Spanners	sci_fi	2013	Jonathan Maas			http://www.imdb.com/title/tt2066069/
Altered States of Plaine	drama, mystery, sci_fi, thriller	2012	Nick Gaglia	5.7		http://www.imdb.com/title/tt1597176/
The Carrington Event	drama, sci_fi, thriller	2013	Rob Underhill	5	49	http://www.imdb.com/title/tt2247254/
Insight	drama, sci_fi, thriller	2013	Jonah Green	4.6	103	http://www.imdb.com/title/tt2557650/
The Mind Machine	animation, adventure, drama, sci_fi	2013	Joseph Herman		60	http://www.imdb.com/title/tt2220024/
The Elegant Clockwork of the Universe	drama, mystery, sci_fi	2013	Malik Isasis		105	http://www.imdb.com/title/tt2410682/
Darkfall Resurrection	romance, sci_fi	2013	William Goldwyn		70	http://www.imdb.com/title/tt2581502/
Alienate	drama, horror, sci_fi, thriller	2013	Michael Shumway		90	http://www.imdb.com/title/tt2324928/
A Man with a Gun	action, horror, sci_fi, western	2014	Jim Towns			http://www.imdb.com/title/tt2409762/
Army of Frankensteins	adventure, horror, sci_fi	2013	Ryan Bellgardt			http://www.imdb.com/title/tt2620490/
Sleep, Wake, Forget	drama, sci_fi, thriller	2013	Ariel Vida			http://www.imdb.com/title/tt2460466/
Chics with Chainsaw	sci_fi	2013	Lloyd Lee Barnett			http://www.imdb.com/title/tt2570774/
The Pain Killers	sci_fi	2013	T. David Carangan			http://www.imdb.com/title/tt2322864/
Doble sesión	adventure, history, horror, sci_fi, thriller, western	2013	Rubén Arnaiz, Enrique Diego			http://www.imdb.com/title/tt1756485/
Worm	fantasy, romance, sci_fi	2013	Doug Mallette	2.9	100	http://www.imdb.com/title/tt2380333/
True Bloodthirst	action, horror, sci_fi	2012	Todor Chapkanov	4	90	http://www.imdb.com/title/tt1982882/
Doomsday Book	comedy, drama, fantasy, sci_fi	2012	Pil-Sung Yim, Kim Jee-Woon	5.8	115	http://www.imdb.com/title/tt2297164/
Travelling Salesman	drama, mystery, sci_fi, thriller	2012	Timothy Lanzone	4.7	80	http://www.imdb.com/title/tt1801123/
Hotspot	fantasy, sci_fi, thriller	2013	Vitor Vilela	5	80	http://www.imdb.com/title/tt2176390/
A Man Called Nereus	action, comedy, sci_fi	2012	Nathan Hill	3.8	104	http://www.imdb.com/title/tt2349643/
Cell Count	horror, sci_fi, thriller	2012	Todd E. Freeman	3.7	96	http://www.imdb.com/title/tt1789724/
Silveraven	action, comedy, fantasy, sci_fi	2012	Samar Karkar, Basma Al Mudaifa	4.9		http://www.imdb.com/title/tt2363385/
Idõugrók - Sötét Jövõ	sci_fi	2012	Esses Tamás	4.5	102	http://www.imdb.com/title/tt2536776/
Idõugrók 2 - Alternatív jelen	sci_fi	2012	Esses Tamás	5.7	62	http://www.imdb.com/title/tt2536780/
Skyhook	crime, sci_fi	2012	Drew Hall	4.9	97	http://www.imdb.com/title/tt2245137/
Extracted	drama, sci_fi	2012	Nir Paniry	6.1	85	http://www.imdb.com/title/tt1757746/
5 Shells	drama, sci_fi	2012	Paul S. Myers	4	93	http://www.imdb.com/title/tt1832272/
The Ghastly Love of Johnny X	comedy, fantasy, musical, sci_fi	2012	Paul Bunnell	5.5	106	http://www.imdb.com/title/tt1754633/
John Carter	action, adventure, fantasy, sci_fi	2012	Andrew Stanton	6.6	132	http://www.imdb.com/title/tt0401729/
Night Is Day: The Movie	action, sci_fi	2012	Fraser Coull	4.8	103	http://www.imdb.com/title/tt1629444/
August. Eighth	action, drama, fantasy, sci_fi	2012	Dzhanik Fayziev	5.6	120	http://www.imdb.com/title/tt2094767/
No One Lives Forever	action, fantasy, sci_fi, thriller	2012	Joseph Villapaz	4.6	63	http://www.imdb.com/title/tt2235669/
Safety Not Guaranteed	comedy, romance, sci_fi	2012	Colin Trevorrow	7.1	86	http://www.imdb.com/title/tt1862079/
Cybornetics	action, adventure, fantasy, sci_fi, thriller	2012	Dwayne Buckle	5		http://www.imdb.com/title/tt1974241/
Distraction	sci_fi, thriller	2012	Jeff Prince	4.8	60	http://www.imdb.com/title/tt2353965/
After Death	comedy, drama, mystery, sci_fi	2012	Martin Gooch	5.5	92	http://www.imdb.com/title/tt1822203/
The Phoenix Rises	sci_fi	2012	Drew Hall	3.9		http://www.imdb.com/title/tt2511058/
Meridian	adventure, drama, fantasy, sci_fi, thriller	2012	Joe Penna	5.3		http://www.imdb.com/title/tt2539424/
Juan in a Million	drama, sci_fi, thriller	2012	Sergio Allard, Denis Arqueros	4.3	92	http://www.imdb.com/title/tt2071490/
The Complex	comedy, horror, sci_fi	2012	Josh Spiegel	4.9	104	http://www.imdb.com/title/tt2258751/
Terminal Legacy	action, drama, sci_fi, thriller	2012	Brian Kazmarck	5.2		http://www.imdb.com/title/tt2011269/
Remember	sci_fi	2012	Dallas Lammiman	4.6	106	http://www.imdb.com/title/tt2294789/
When Time Becomes a Woman	drama, mystery, sci_fi	2012	Ahmad Alyaseer	7.3	73	http://www.imdb.com/title/tt2250224/
Goliad Uprising	sci_fi, thriller	2012	Paul Bright	4.1	98	http://www.imdb.com/title/tt2023497/
Frost	horror, sci_fi, thriller	2012	Reynir Lyngdal	4.2		http://www.imdb.com/title/tt2181953/
Ant-Man	action, sci_fi	2015	Edgar Wright			http://www.imdb.com/title/tt0478970/
The Last Contact	sci_fi	2017				http://www.imdb.com/title/tt1509270/
Logic of Being	sci_fi	????	Brian McCulley			http://www.imdb.com/title/tt1381410/
The Frankenstein Theory	horror, sci_fi	2013	Andrew Weiner	3.9	87	http://www.imdb.com/title/tt2646378/
In Time	action, sci_fi, thriller	2011	Andrew Niccol	6.6	109	http://www.imdb.com/title/tt1637688/
Melancholia	drama, sci_fi	2011	Lars von Trier	7.1	136	http://www.imdb.com/title/tt1527186/
Abduction	action, drama, mystery, thriller	2011	John Singleton	4.8	106	http://www.imdb.com/title/tt1600195/
Contagion	drama, sci_fi, thriller	2011	Steven Soderbergh	6.7	106	http://www.imdb.com/title/tt1598778/
Cowboys & Aliens	action, sci_fi, thriller, western	2011	Jon Favreau	6.1	119	http://www.imdb.com/title/tt0409847/
Super 8	mystery, sci_fi, thriller	2011	J.J. Abrams	7.1	112	http://www.imdb.com/title/tt1650062/
Green Lantern	action, adventure, sci_fi, thriller	2011	Martin Campbell	5.8	114	http://www.imdb.com/title/tt1133985/
Priest	action, horror, sci_fi, thriller	2011	Scott Stewart	5.7	87	http://www.imdb.com/title/tt0822847/
7 Aum Arivu	action, sci_fi, thriller	2011	A.R. Murugadoss	5.4	160	http://www.imdb.com/title/tt1725795/
Apollo 18	horror, sci_fi, thriller	2011	Gonzalo López-Gallego	5.2	86	http://www.imdb.com/title/tt1772240/
Eva	drama, fantasy, sci_fi	2011	Kike Maíllo	6.4	94	http://www.imdb.com/title/tt1298554/
Extraterrestrial	comedy, drama, sci_fi	2011	Nacho Vigalondo	5.7	95	http://www.imdb.com/title/tt1680133/
Generation P	comedy, drama, sci_fi	2011	Victor Ginzburg	6.7		http://www.imdb.com/title/tt0459748/
Phase 7	comedy, sci_fi, thriller	2011	Nicolás Goldbart	5.8	95	http://www.imdb.com/title/tt1568816/
Quarantine 2: Terminal	horror, mystery, sci_fi, thriller	2011	John G. Pogue	5.2	86	http://www.imdb.com/title/tt1699231/
The Tree of Life	drama, fantasy	2011	Terrence Malick	6.8	139	http://www.imdb.com/title/tt0478304/
Letters from the Big Man	drama	2011	Christopher Munch	5.7	104	http://www.imdb.com/title/tt1783331/
The Day	drama, horror, sci_fi, thriller	2011	Douglas Aarniokoski	5.2	87	http://www.imdb.com/title/tt1756799/
3G - A Killer Connection	horror, sci_fi, thriller	2013	Sheershak Anand, Shantanu Ray Chhibber	3.4		http://www.imdb.com/title/tt2404519/
New Order	fantasy, sci_fi, thriller	2012	Marco Rosson	3.2	90	http://www.imdb.com/title/tt1954688/
Hyperfutura	sci_fi	2013	James O'Brien	3.1	61	http://www.imdb.com/title/tt2385522/
The Millennium Bug	horror, sci_fi, thriller	2011	Kenneth Cran	4.8	88	http://www.imdb.com/title/tt1762358/
Nuclear Family	sci_fi	2012	Kyle Rankin	5		http://www.imdb.com/title/tt1615159/
The 12 Disasters of Christmas	sci_fi	2012	Steven R. Monroe	3.5		http://www.imdb.com/title/tt2325993/
The Ghostmaker	horror, sci_fi, thriller	2011	Mauro Borrelli	4.7	91	http://www.imdb.com/title/tt1462757/
The Bay	horror, sci_fi, thriller	2012	Barry Levinson	5.5	84	http://www.imdb.com/title/tt1713476/
95ers: Echoes	sci_fi, thriller	2013	Thomas Gomez Durham	4.3	96	http://www.imdb.com/title/tt1824904/
Puppet Master X: Axis Rising	fantasy, horror, sci_fi	2012	Charles Band	3.4	86	http://www.imdb.com/title/tt2301900/
Biohazard: Patient Zero	action, sci_fi, thriller	2012	Brian T. Jaynes	3.2	70	http://www.imdb.com/title/tt2246907/
Halo 4: Forward Unto Dawn	action, sci_fi, thriller	2012	Stewart Hendler	6.9		http://www.imdb.com/title/tt2262308/
Storage 24	horror, sci_fi	2012	Johannes Roberts	4.4	87	http://www.imdb.com/title/tt1986953/
The Dinosaur Project	adventure, sci_fi, thriller	2012	Sid Bennett	4.6	83	http://www.imdb.com/title/tt1907779/
Marvel One-Shot: Item 47	action, sci_fi	2012	Louis D'Esposito	6.4	12	http://www.imdb.com/title/tt2247732/
Parasitic	horror, sci_fi	2012	Tim Martin	2	79	http://www.imdb.com/title/tt1704201/
Arachnoquake	sci_fi	2012	Griff Furst	3	86	http://www.imdb.com/title/tt2151543/
Piranhaconda	horror, sci_fi	2012	Jim Wynorski	3.1		http://www.imdb.com/title/tt1886644/
Alien Origin	biography, horror, sci_fi, thriller	2012	Mark Atkins	1.9	88	http://www.imdb.com/title/tt2196430/
Hell	horror, sci_fi, thriller	2011	Tim Fehlbaum	5.9	89	http://www.imdb.com/title/tt1643222/
The Collapsed	drama, horror, sci_fi, thriller	2011	Justin McConnell	3.5	82	http://www.imdb.com/title/tt1734122/
Dam999	adventure, drama, sci_fi, thriller	2011	Sohan Roy	3.7	108	http://www.imdb.com/title/tt1656171/
4:44 Last Day on Earth	drama, fantasy, sci_fi	2011	Abel Ferrara	4.5	82	http://www.imdb.com/title/tt1707391/
Beyond the Black Rainbow	sci_fi, thriller	2010	Panos Cosmatos	5.7	110	http://www.imdb.com/title/tt1534085/
Alien Armageddon	sci_fi	2011	Neil Johnson	1.9	95	http://www.imdb.com/title/tt1910498/
Autómata	sci_fi, thriller	2014	Gabe Ibáñez			http://www.imdb.com/title/tt1971325/
G.O.D.Tech	action, adventure, drama, family, sci_fi	2014	David John Jeffery, Sean Holden		90	http://www.imdb.com/title/tt2251838/
Teleported	thriller	2015				http://www.imdb.com/title/tt1776157/
Koyakatsi	action, sci_fi	2014	Ayoub Qanir			http://www.imdb.com/title/tt2225720/
One	thriller	2014	Kevin DiBacco			http://www.imdb.com/title/tt2182316/
After the World Ended	drama, sci_fi	2013	Tony Sebastian Ukpo			http://www.imdb.com/title/tt2390223/
Sector 7	action, adventure, horror, sci_fi	2011	Ji-hoon Kim	4.6	101	http://www.imdb.com/title/tt1934381/
Battle: New York, Day 2	sci_fi	2011	Andrew Bellware	1.7	94	http://www.imdb.com/title/tt1887676/
Robotropolis	action, adventure, sci_fi	2011	Christopher Hatton	3.1		http://www.imdb.com/title/tt1754438/
Killer Mountain	adventure, sci_fi, thriller	2011	Sheldon Wilson	3.8	85	http://www.imdb.com/title/tt1728638/
Lizard Boy	action, comedy, horror, sci_fi	2011	Paul Della Pelle	3	98	http://www.imdb.com/title/tt1474456/
