Title	Genres	Year	Directors	IMDb Rating	Runtime (mins)	URL
Kiss Kiss Bang Bang	action, comedy, crime, mystery, thriller	2005	Shane Black	7.7	103	http://www.imdb.com/title/tt0373469/
Mulholland Dr.	drama, mystery, thriller	2001	David Lynch	7.9	147	http://www.imdb.com/title/tt0166924/
The Maze Runner	mystery, sci_fi, thriller	2014	Wes Ball			http://www.imdb.com/title/tt1790864/
The Devil's Advocate	drama, mystery, thriller	1997	Taylor Hackford	7.4	144	http://www.imdb.com/title/tt0118971/
Dark City	mystery, sci_fi	1998	Alex Proyas	7.7	100	http://www.imdb.com/title/tt0118929/
Wild Things	crime, mystery, thriller	1998	John McNaughton	6.5	108	http://www.imdb.com/title/tt0120890/
Sleepy Hollow	adventure, mystery	1999	Tim Burton	7.5	105	http://www.imdb.com/title/tt0162661/
Dude, Where's My Car?	comedy, mystery, sci_fi	2000	Danny Leiner	5.3	83	http://www.imdb.com/title/tt0242423/
Unbreakable	drama, mystery, sci_fi, thriller	2000	M. Night Shyamalan	7.2	106	http://www.imdb.com/title/tt0217869/
Insomnia	crime, mystery, thriller	2002	Christopher Nolan	7.2	118	http://www.imdb.com/title/tt0278504/
Scooby-Doo	adventure, comedy, family, mystery	2002	Raja Gosnell	4.8	86	http://www.imdb.com/title/tt0267913/
Signs	drama, sci_fi, thriller	2002	M. Night Shyamalan	6.7	106	http://www.imdb.com/title/tt0286106/
Phone Booth	mystery, thriller	2002	Joel Schumacher	7.1	81	http://www.imdb.com/title/tt0183649/
National Treasure	action, adventure, mystery, thriller	2004	Jon Turteltaub	6.8	131	http://www.imdb.com/title/tt0368891/
1408	horror, mystery	2007	Mikael Håfström	6.8	104	http://www.imdb.com/title/tt0450385/
Fracture	crime, drama, mystery, thriller	2007	Gregory Hoblit	7.1	113	http://www.imdb.com/title/tt0488120/
Michael Clayton	crime, drama, mystery, thriller	2007	Tony Gilroy	7.3	119	http://www.imdb.com/title/tt0465538/
Changeling	drama, history, mystery, thriller	2008	Clint Eastwood	7.8	141	http://www.imdb.com/title/tt0824747/
Eagle Eye	action, mystery, thriller	2008	D.J. Caruso	6.6	118	http://www.imdb.com/title/tt1059786/
Max Payne	action, crime, drama, mystery, thriller	2008	John Moore	5.3	100	http://www.imdb.com/title/tt0467197/
State of Play	drama, mystery	2009	Kevin Macdonald	7.1	127	http://www.imdb.com/title/tt0473705/
The Uninvited	drama, horror, mystery, thriller	2009	The Guard Brothers, The Guard Brothers	6.2	87	http://www.imdb.com/title/tt0815245/
The Fourth Kind	mystery, sci_fi, thriller	2009	Olatunde Osunsanmi	5.8	98	http://www.imdb.com/title/tt1220198/
Let Me In	drama, horror, mystery	2010	Matt Reeves	7.2	116	http://www.imdb.com/title/tt1228987/
A Nightmare on Elm Street	horror, mystery, thriller	2010	Samuel Bayer	5.1	95	http://www.imdb.com/title/tt1179056/
Final Destination 5	horror, mystery	2011	Steven Quale	5.8	92	http://www.imdb.com/title/tt1622979/
Bad Kids Go to Hell	comedy, mystery, thriller	2012	Matthew Spradlin	4.2	91	http://www.imdb.com/title/tt1865573/
The Clinic	crime, horror, mystery, thriller	2010	James Rabbitts	5.3	94	http://www.imdb.com/title/tt1345772/
Chinatown	crime, drama, mystery, thriller	1974	Roman Polanski	8.4	130	http://www.imdb.com/title/tt0071315/
The Fugitive	action, adventure, crime, mystery, thriller	1993	Andrew Davis	7.8	130	http://www.imdb.com/title/tt0106977/
Contact	drama, mystery, sci_fi, thriller	1997	Robert Zemeckis	7.3	150	http://www.imdb.com/title/tt0118884/
Psycho	horror, mystery, thriller	1998	Gus Van Sant	4.6	105	http://www.imdb.com/title/tt0155975/
The Haunting	fantasy, horror, mystery, thriller	1999	Jan de Bont	4.7	113	http://www.imdb.com/title/tt0171363/
The Ninth Gate	mystery, thriller	1999	Roman Polanski	6.7	133	http://www.imdb.com/title/tt0142688/
Final Destination	horror, mystery	2000	James Wong	6.7	98	http://www.imdb.com/title/tt0195714/
The Others	drama, horror, mystery, thriller	2001	Alejandro Amenábar	7.6	101	http://www.imdb.com/title/tt0230600/
Paycheck	sci_fi, thriller, action, mystery	2003	John Woo	6.1	119	http://www.imdb.com/title/tt0338337/
The Village	drama, mystery, thriller	2004	M. Night Shyamalan	6.5	108	http://www.imdb.com/title/tt0368447/
Four Brothers	action, crime, drama, mystery, thriller	2005	John Singleton	6.8	109	http://www.imdb.com/title/tt0430105/
Disturbia	drama, mystery, thriller	2007	D.J. Caruso	6.9	105	http://www.imdb.com/title/tt0486822/
Eastern Promises	crime, mystery, thriller	2007	David Cronenberg	7.7	100	http://www.imdb.com/title/tt0765443/
Mr. Brooks	crime, drama, mystery, thriller	2007	Bruce A. Evans	7.4	120	http://www.imdb.com/title/tt0780571/
National Treasure: Book of Secrets	action, adventure, mystery, thriller	2007	Jon Turteltaub	6.5	124	http://www.imdb.com/title/tt0465234/
The Strangers	horror, mystery, thriller	2008	Bryan Bertino	6.1	86	http://www.imdb.com/title/tt0482606/
The International	action, crime, drama, mystery, thriller	2009	Tom Tykwer	6.5	118	http://www.imdb.com/title/tt0963178/
The Crazies	horror, mystery, thriller	2010	Breck Eisner	6.6	101	http://www.imdb.com/title/tt0455407/
Devil	horror, mystery, thriller	2010	John Erick Dowdle	6.3	80	http://www.imdb.com/title/tt1314655/
From Paris with Love	action, crime, thriller	2010	Pierre Morel	6.4	92	http://www.imdb.com/title/tt1179034/
The Ghost Writer	mystery, thriller	2010	Roman Polanski	7.3	128	http://www.imdb.com/title/tt1139328/
The Losers	action, crime, drama, mystery, thriller	2010	Sylvain White	6.3	97	http://www.imdb.com/title/tt0480255/
Dream House	drama, mystery, thriller	2011	Jim Sheridan	5.8	92	http://www.imdb.com/title/tt1462041/
Atlas Shrugged II: The Strike	drama, mystery, sci_fi	2012	John Putch	5.2	111	http://www.imdb.com/title/tt1985017/
The East	action, drama, mystery, thriller	2013	Zal Batmanglij	7.4	116	http://www.imdb.com/title/tt1869716/
The Pact	horror, mystery, thriller	2012	Nicholas McCarthy	5.7	89	http://www.imdb.com/title/tt2040560/
The Double	action, crime, drama, mystery, thriller	2011	Michael Brandt	5.9	98	http://www.imdb.com/title/tt1646980/
Chloe	drama, mystery, thriller	2009	Atom Egoyan	6.3	96	http://www.imdb.com/title/tt1352824/
Clue	comedy, crime, mystery, thriller	1985	Jonathan Lynn	7.2	94	http://www.imdb.com/title/tt0088930/
Primal Fear	crime, drama, mystery, thriller	1996	Gregory Hoblit	7.6	129	http://www.imdb.com/title/tt0117381/
I Know What You Did Last Summer	horror, mystery, thriller	1997	Jim Gillespie	5.5	100	http://www.imdb.com/title/tt0119345/
Along Came a Spider	action, crime, mystery, thriller	2001	Lee Tamahori	6.2	104	http://www.imdb.com/title/tt0164334/
Original Sin	drama, mystery, romance	2001	Michael Cristofer	5.8	116	http://www.imdb.com/title/tt0218922/
The Grudge	horror, mystery	2004	Takashi Shimizu	5.8	92	http://www.imdb.com/title/tt0391198/
Taking Lives	mystery, thriller	2004	D.J. Caruso	6	103	http://www.imdb.com/title/tt0364045/
Flightplan	drama, mystery, thriller	2005	Robert Schwentke	6.1	98	http://www.imdb.com/title/tt0408790/
Monster House	animation, comedy, family, fantasy, mystery	2006	Gil Kenan	6.7	91	http://www.imdb.com/title/tt0385880/
A Perfect Getaway	adventure, mystery, thriller	2009	David Twohy	6.5	98	http://www.imdb.com/title/tt0971209/
The Unborn	horror, mystery, thriller	2009	David S. Goyer	4.6	88	http://www.imdb.com/title/tt1139668/
Case 39	horror, mystery, thriller	2009	Christian Alvart	6.1	109	http://www.imdb.com/title/tt0795351/
Edge of Darkness	crime, drama, mystery, thriller	2010	Martin Campbell	6.6	117	http://www.imdb.com/title/tt1226273/
Passion	drama, mystery, thriller	2012	Brian De Palma	6	100	http://www.imdb.com/title/tt1829012/
Branded	drama, fantasy, mystery	2012	Jamie Bradshaw, Alexander Doulerain	4.5	106	http://www.imdb.com/title/tt1368440/
Atlas Shrugged: Part I	drama, mystery, sci_fi	2011	Paul Johansson	5.5	97	http://www.imdb.com/title/tt0480239/
6 Souls	horror, mystery, thriller	2010	Mårlind & Stein, Mårlind & Stein	6	112	http://www.imdb.com/title/tt1179069/
Buried	drama, mystery, thriller	2010	Rodrigo Cortés	7	95	http://www.imdb.com/title/tt1462758/
