Title	Genres	Year	Directors	IMDb Rating	Runtime (mins)	URL
Days of Heaven	drama, romance	1978	Terrence Malick	7.9	94	http://www.imdb.com/title/tt0077405/
Splash	comedy, fantasy, romance	1984	Ron Howard	6.2	111	http://www.imdb.com/title/tt0088161/
Better Off Dead...	comedy, romance	1985	Savage Steve Holland	7.1	97	http://www.imdb.com/title/tt0088794/
Curly Sue	comedy, drama, family, romance	1991	John Hughes	5.3	101	http://www.imdb.com/title/tt0101635/
While You Were Sleeping	comedy, drama, romance	1995	Jon Turteltaub	6.5	103	http://www.imdb.com/title/tt0114924/
The Saint	action, romance, sci_fi, thriller	1997	Phillip Noyce	6	116	http://www.imdb.com/title/tt0120053/
City of Angels	drama, fantasy, romance	1998	Brad Silberling	6.5	114	http://www.imdb.com/title/tt0120632/
The Cider House Rules	drama, romance	1999	Lasse Hallström	7.3	126	http://www.imdb.com/title/tt0124315/
Entrapment	action, crime, romance, thriller	1999	Jon Amiel	6.1	113	http://www.imdb.com/title/tt0137494/
Never Been Kissed	comedy, drama, romance	1999	Raja Gosnell	5.8	107	http://www.imdb.com/title/tt0151738/
The Road to El Dorado	animation, adventure, comedy, family, romance	2000	Eric 'Bibo' Bergeron, Will Finn	6.6	89	http://www.imdb.com/title/tt0138749/
Solaris	drama, mystery, romance, sci_fi	2002	Steven Soderbergh	6.1	99	http://www.imdb.com/title/tt0307479/
My Boss's Daughter	comedy, romance	2003	David Zucker	4.5	86	http://www.imdb.com/title/tt0270980/
Open Range	action, romance, western	2003	Kevin Costner	7.4	139	http://www.imdb.com/title/tt0316356/
Around the World in 80 Days	action, adventure, comedy, family, romance, western	2004	Frank Coraci	5.7	120	http://www.imdb.com/title/tt0327437/
Ella Enchanted	comedy, family, fantasy, romance	2004	Tommy O'Haver	6.2	96	http://www.imdb.com/title/tt0327679/
First Daughter	comedy, drama, romance	2004	Forest Whitaker	4.7	106	http://www.imdb.com/title/tt0361620/
Raise Your Voice	family, music, romance	2004	Sean McNamara	5.4	103	http://www.imdb.com/title/tt0361696/
The Wedding Date	comedy, romance	2005	Clare Kilner	5.8	90	http://www.imdb.com/title/tt0372532/
Casanova	adventure, comedy, drama, romance	2005	Lasse Hallström	6.4	112	http://www.imdb.com/title/tt0402894/
The Last Kiss	comedy, drama, romance	2006	Tony Goldwyn	6.5	115	http://www.imdb.com/title/tt0434139/
Becoming Jane	biography, drama, romance	2007	Julian Jarrold	6.9	120	http://www.imdb.com/title/tt0416508/
Music and Lyrics	comedy, music, romance	2007	Marc Lawrence	6.5	96	http://www.imdb.com/title/tt0758766/
Stomp the Yard	drama, music, romance	2007	Sylvain White	4.7	109	http://www.imdb.com/title/tt0775539/
Over Her Dead Body	comedy, fantasy, romance	2008	Jeff Lowell	5.1	95	http://www.imdb.com/title/tt0785007/
Penelope	comedy, fantasy, romance	2006	Mark Palansky	6.8	104	http://www.imdb.com/title/tt0472160/
Baby Mama	comedy, romance	2008	Michael McCullers	6	99	http://www.imdb.com/title/tt0871426/
The Duchess	biography, drama, history, romance	2008	Saul Dibb	6.8	110	http://www.imdb.com/title/tt0864761/
Run, Fatboy, Run	comedy, romance, sport	2007	David Schwimmer	6.6	100	http://www.imdb.com/title/tt0425413/
Duplicity	crime, romance, thriller	2009	Tony Gilroy	6.2	125	http://www.imdb.com/title/tt1135487/
From Prada to Nada	comedy, drama, romance	2011	Angel Gracia	5.1	107	http://www.imdb.com/title/tt0893412/
Happythankyoumoreplease	comedy, drama, romance	2010	Josh Radnor	6.7	100	http://www.imdb.com/title/tt1481572/
Womb	drama, romance, sci_fi	2010	Benedek Fliegauf	6.2	111	http://www.imdb.com/title/tt1216520/
Adam	drama, romance	2009	Max Mayer	7.1	99	http://www.imdb.com/title/tt1185836/
Away We Go	comedy, drama, romance	2009	Sam Mendes	7	98	http://www.imdb.com/title/tt1176740/
It's a Boy Girl Thing	comedy, fantasy, romance	2006	Nick Hurran	6.2	95	http://www.imdb.com/title/tt0482527/
Shortbus	comedy, drama, romance	2006	John Cameron Mitchell	6.5	101	http://www.imdb.com/title/tt0367027/
Candy	drama, romance	2006	Neil Armfield	7.2	116	http://www.imdb.com/title/tt0424880/
I Could Never Be Your Woman	comedy, drama, romance	2007	Amy Heckerling	6	97	http://www.imdb.com/title/tt0466839/
Intimacy	adult, drama, romance	2001	Patrice Chéreau	6.2	119	http://www.imdb.com/title/tt0256103/
Hamlet	crime, drama, romance, thriller	1996	Kenneth Branagh	7.7	242	http://www.imdb.com/title/tt0116477/
Romancing the Stone	action, adventure, comedy, romance	1984	Robert Zemeckis	6.9	106	http://www.imdb.com/title/tt0088011/
Frida	biography, drama, romance	2002	Julie Taymor	7.3	123	http://www.imdb.com/title/tt0120679/
ATL	comedy, crime, drama, music, romance	2006	Chris Robinson	5.2	105	http://www.imdb.com/title/tt0466856/
Flyboys	action, adventure, drama, history, romance, war	2006	Tony Bill	6.5	140	http://www.imdb.com/title/tt0454824/
Because I Said So	comedy, romance	2007	Michael Lehmann	5.3	102	http://www.imdb.com/title/tt0490084/
Nights in Rodanthe	drama, romance	2008	George C. Wolfe	5.8	97	http://www.imdb.com/title/tt0956038/
Mother and Child	drama, romance	2009	Rodrigo García	7.1	125	http://www.imdb.com/title/tt1121977/
Imagine Me & You	comedy, drama, romance	2005	Ol Parker	6.7	94	http://www.imdb.com/title/tt0421994/
After Sex	comedy, drama, romance	2007	Eric Amadio	5.6	77	http://www.imdb.com/title/tt0465375/
Much Ado About Nothing	comedy, drama, romance	1993	Kenneth Branagh	7.3	111	http://www.imdb.com/title/tt0107616/
A Room with a View	drama, romance	1985	James Ivory	7.4	117	http://www.imdb.com/title/tt0091867/
Last Tango in Paris	drama, romance	1972	Bernardo Bertolucci	7.1	136	http://www.imdb.com/title/tt0070849/
Avanti!	comedy, romance	1972	Billy Wilder	7.1	140	http://www.imdb.com/title/tt0068240/
Smokey and the Bandit	action, comedy, crime, romance	1977	Hal Needham	6.7	96	http://www.imdb.com/title/tt0076729/
Popeye	adventure, comedy, family, musical, romance	1980	Robert Altman	5	114	http://www.imdb.com/title/tt0081353/
10	comedy, romance	1979	Blake Edwards	5.9	122	http://www.imdb.com/title/tt0078721/
Airplane II: The Sequel	comedy, romance, sci_fi	1982	Ken Finkleman	5.9	85	http://www.imdb.com/title/tt0083530/
An Officer and a Gentleman	drama, romance	1982	Taylor Hackford	6.8	124	http://www.imdb.com/title/tt0084434/
Out of Africa	biography, drama, romance	1985	Sydney Pollack	7	161	http://www.imdb.com/title/tt0089755/
Back to School	comedy, romance, sport	1986	Alan Metter	6.3	96	http://www.imdb.com/title/tt0090685/
Overboard	comedy, romance	1987	Garry Marshall	6.4	106	http://www.imdb.com/title/tt0093693/
Bull Durham	comedy, romance, sport	1988	Ron Shelton	7	108	http://www.imdb.com/title/tt0094812/
Always	fantasy, romance, drama	1989	Steven Spielberg	6.2	122	http://www.imdb.com/title/tt0096794/
Wild at Heart	crime, romance	1990	David Lynch	7.2	125	http://www.imdb.com/title/tt0100935/
The Crying Game	crime, drama, romance, thriller	1992	Neil Jordan	7.3	112	http://www.imdb.com/title/tt0104036/
Far and Away	adventure, drama, romance, western	1992	Ron Howard	6.3	140	http://www.imdb.com/title/tt0104231/
Beautiful Girls	drama, comedy, romance	1996	Ted Demme	7.1	112	http://www.imdb.com/title/tt0115639/
Grosse Pointe Blank	action, comedy, crime, romance, thriller	1997	George Armitage	7.3	107	http://www.imdb.com/title/tt0119229/
The Horse Whisperer	drama, romance, western	1998	Robert Redford	6.4	170	http://www.imdb.com/title/tt0119314/
Kate & Leopold	comedy, fantasy, romance	2001	James Mangold	6.2	118	http://www.imdb.com/title/tt0035423/
Girl with a Pearl Earring	biography, drama, romance	2003	Peter Webber	6.9	100	http://www.imdb.com/title/tt0335119/
Intolerable Cruelty	comedy, crime, romance	2003	Joel Coen	6.3	100	http://www.imdb.com/title/tt0138524/
Fat Albert	comedy, family, fantasy, romance	2004	Joel Zwick	4.1	93	http://www.imdb.com/title/tt0396592/
House of Flying Daggers	action, adventure, drama, fantasy, romance	2004	Yimou Zhang	7.5	119	http://www.imdb.com/title/tt0385004/
Wimbledon	comedy, romance, sport	2004	Richard Loncraine	6.3	98	http://www.imdb.com/title/tt0360201/
Fever Pitch	comedy, drama, romance, sport	2005	Bobby Farrelly, Peter Farrelly	6.1	104	http://www.imdb.com/title/tt0332047/
Elizabethtown	comedy, drama, romance	2005	Cameron Crowe	6.3	123	http://www.imdb.com/title/tt0368709/
Must Love Dogs	comedy, romance	2005	Gary David Goldberg	5.8	98	http://www.imdb.com/title/tt0417001/
Yours, Mine and Ours	comedy, family, romance	2005	Raja Gosnell	4.9	90	http://www.imdb.com/title/tt0443295/
My Super Ex-Girlfriend	comedy, romance, sci_fi	2006	Ivan Reitman	5.2	95	http://www.imdb.com/title/tt0465624/
In the Land of Women	comedy, drama, romance	2007	Jonathan Kasdan	6.5	97	http://www.imdb.com/title/tt0419843/
The Nanny Diaries	comedy, drama, romance	2007	Shari Springer Berman, Robert Pulcini	6	106	http://www.imdb.com/title/tt0489237/
Cadillac Records	biography, drama, history, music, romance	2008	Darnell Martin	6.7	109	http://www.imdb.com/title/tt1042877/
Fireproof	drama, romance	2008	Alex Kendrick	6	122	http://www.imdb.com/title/tt1129423/
Ghost Town	comedy, fantasy, romance	2008	David Koepp	6.8	102	http://www.imdb.com/title/tt0995039/
The Love Guru	comedy, romance, sport	2008	Marco Schnabel	3.8	87	http://www.imdb.com/title/tt0811138/
Miss March	comedy, romance	2009	Zach Cregger, Trevor Moore	4.9	89	http://www.imdb.com/title/tt1151922/
Post Grad	comedy, romance	2009	Vicky Jenson	5.2	88	http://www.imdb.com/title/tt1142433/
Alpha and Omega	animation, adventure, comedy, family, romance	2010	Anthony Bell, Ben Gluck	5	88	http://www.imdb.com/title/tt1213012/
Good Deeds	comedy, drama, romance	2012	Tyler Perry	4.5	110	http://www.imdb.com/title/tt1885265/
Wuthering Heights	drama, romance	2011	Andrea Arnold	6.2	129	http://www.imdb.com/title/tt1181614/
Daydream Nation	drama, romance	2010	Michael Goldbach	6.3	98	http://www.imdb.com/title/tt1581835/
Whatever Works	comedy, drama, romance	2009	Woody Allen	7.1	92	http://www.imdb.com/title/tt1178663/
Dare	drama, romance	2009	Adam Salky	5.7	92	http://www.imdb.com/title/tt1241316/
The Messenger	drama, romance, war	2009	Oren Moverman	7.2	113	http://www.imdb.com/title/tt0790712/
The Insatiable	comedy, horror, romance, thriller	2007	Chuck Konzelman, Cary Solomon	5.4	103	http://www.imdb.com/title/tt0462362/
The Brothers Bloom	adventure, comedy, drama, romance	2008	Rian Johnson	6.8	114	http://www.imdb.com/title/tt0844286/
The Burning Plain	crime, drama, romance	2008	Guillermo Arriaga	6.7	107	http://www.imdb.com/title/tt1068641/
Passengers	drama, mystery, romance, thriller	2008	Rodrigo García	5.7	93	http://www.imdb.com/title/tt0449487/
The Hottie & the Nottie	comedy, romance	2008	Tom Putnam	1.9	91	http://www.imdb.com/title/tt0804492/
Two Lovers	drama, romance	2008	James Gray	7	110	http://www.imdb.com/title/tt1103275/
Sophie's Choice	drama, romance	1982	Alan J. Pakula	7.6	150	http://www.imdb.com/title/tt0084707/
Arthur	comedy, romance	1981	Steve Gordon	6.7	97	http://www.imdb.com/title/tt0082031/
Howard the Duck	action, adventure, comedy, romance, sci_fi	1986	Willard Huyck	4.3	110	http://www.imdb.com/title/tt0091225/
The Karate Kid, Part II	action, family, romance, sport	1986	John G. Avildsen	5.6	113	http://www.imdb.com/title/tt0091326/
Mannequin	comedy, fantasy, romance	1987	Michael Gottlieb	5.3	90	http://www.imdb.com/title/tt0093493/
Dangerous Liaisons	drama, romance	1988	Stephen Frears	7.6	119	http://www.imdb.com/title/tt0094947/
Benny & Joon	comedy, drama, romance	1993	Jeremiah Chechik	7	98	http://www.imdb.com/title/tt0106387/
The Age of Innocence	drama, romance	1993	Martin Scorsese	7.2	139	http://www.imdb.com/title/tt0106226/
The Three Musketeers	action, adventure, comedy, family, romance	1993	Stephen Herek	6.2	105	http://www.imdb.com/title/tt0108333/
The American President	comedy, drama, romance	1995	Rob Reiner	6.7	114	http://www.imdb.com/title/tt0112346/
The Bridges of Madison County	drama, romance	1995	Clint Eastwood	7.4	135	http://www.imdb.com/title/tt0112579/
A Goofy Movie	animation, adventure, comedy, family, musical, romance	1995	Kevin Lima	6.6	78	http://www.imdb.com/title/tt0113198/
Tin Cup	comedy, drama, romance, sport	1996	Ron Shelton	6.2	135	http://www.imdb.com/title/tt0117918/
Conspiracy Theory	action, crime, mystery, romance, thriller	1997	Richard Donner	6.6	135	http://www.imdb.com/title/tt0118883/
George of the Jungle	action, adventure, comedy, family, romance	1997	Sam Weisman	5.3	92	http://www.imdb.com/title/tt0119190/
Runaway Bride	comedy, romance	1999	Garry Marshall	5.2	116	http://www.imdb.com/title/tt0163187/
Love & Basketball	drama, romance, sport	2000	Gina Prince-Bythewood	6.8	124	http://www.imdb.com/title/tt0199725/
The Family Man	comedy, drama, romance	2000	Brett Ratner	6.6	125	http://www.imdb.com/title/tt0218967/
Where the Heart Is	comedy, drama, romance	2000	Matt Williams	6.5	120	http://www.imdb.com/title/tt0198021/
Blue Crush	drama, romance, sport	2002	John Stockwell	5.5	104	http://www.imdb.com/title/tt0300532/
Spirit: Stallion of the Cimarron	animation, adventure, comedy, family, romance, western	2002	Kelly Asbury, Lorna Cook	6.7	83	http://www.imdb.com/title/tt0166813/
The Sweetest Thing	comedy, romance	2002	Roger Kumble	4.8	88	http://www.imdb.com/title/tt0253867/
Deliver Us from Eva	comedy, drama, romance	2003	Gary Hardwick	5.7	105	http://www.imdb.com/title/tt0301181/
Just Married	comedy, romance	2003	Shawn Levy	5.3	95	http://www.imdb.com/title/tt0305711/
Honey	drama, music, romance	2003	Bille Woodruff	4.9	94	http://www.imdb.com/title/tt0322589/
Bridget Jones: The Edge of Reason	comedy, romance	2004	Beeban Kidron	5.7	108	http://www.imdb.com/title/tt0317198/
Dirty Dancing: Havana Nights	romance, drama	2004	Guy Ferland	5.7	86	http://www.imdb.com/title/tt0338096/
The Prince and Me	comedy, romance	2004	Martha Coolidge	5.7	111	http://www.imdb.com/title/tt0337697/
Wicker Park	drama, mystery, romance, thriller	2004	Paul McGuigan	6.8	114	http://www.imdb.com/title/tt0324554/
Hustle & Flow	crime, drama, music, romance	2005	Craig Brewer	7.3	116	http://www.imdb.com/title/tt0410097/
In Her Shoes	comedy, drama, romance	2005	Curtis Hanson	6.5	130	http://www.imdb.com/title/tt0388125/
Employee of the Month	comedy, romance	2006	Greg Coolidge	5.3	103	http://www.imdb.com/title/tt0424993/
Goal! The Dream Begins	drama, romance, sport	2005	Danny Cannon	6.7	118	http://www.imdb.com/title/tt0380389/
You, Me and Dupree	comedy, romance	2006	Anthony Russo, Joe Russo	5.6	108	http://www.imdb.com/title/tt0463034/
Beverly Hills Chihuahua	adventure, comedy, drama, family, romance	2008	Raja Gosnell	3.6	91	http://www.imdb.com/title/tt1014775/
Just Wright	comedy, romance	2010	Sanaa Hamri	5.3	100	http://www.imdb.com/title/tt1407061/
Greenberg	comedy, drama, romance	2010	Noah Baumbach	6.1	107	http://www.imdb.com/title/tt1234654/
The Romantics	comedy, drama, romance	2010	Galt Niederhoffer	5	95	http://www.imdb.com/title/tt1403988/
The Tempest	comedy, drama, fantasy, romance	2010	Julie Taymor	5.2	110	http://www.imdb.com/title/tt1274300/
Henry's Crime	comedy, crime, drama, romance	2010	Malcolm Venville	5.9	108	http://www.imdb.com/title/tt1220888/
Bright Star	biography, drama, romance	2009	Jane Campion	6.9	119	http://www.imdb.com/title/tt0810784/
Bright Star	biography, drama, romance	2009	Jane Campion	6.9	119	http://www.imdb.com/title/tt0810784/
Wristcutters: A Love Story	comedy, drama, fantasy, romance	2006	Goran Dukic	7.3	88	http://www.imdb.com/title/tt0477139/
Management	comedy, drama, romance	2008	Stephen Belber	5.9	94	http://www.imdb.com/title/tt1082853/
Virgin Territory	drama, adventure, comedy, romance	2007	David Leland	4.8	97	http://www.imdb.com/title/tt0437954/
The Visitor	crime, drama, music, romance	2007	Tom McCarthy	7.7	104	http://www.imdb.com/title/tt0857191/
YPF	comedy, drama, romance	2007	Martin Gero	6.3	87	http://www.imdb.com/title/tt0913445/
Chaos Theory	comedy, drama, romance	2008	Marcos Siega	6.7	87	http://www.imdb.com/title/tt0460745/
The Deal	comedy, romance	2008	Steven Schachter	5.7	100	http://www.imdb.com/title/tt0848281/
Peaceful Warrior	drama, romance, sport	2006	Victor Salva	7	120	http://www.imdb.com/title/tt0438315/
You Kill Me	comedy, crime, romance, thriller	2007	John Dahl	6.5	93	http://www.imdb.com/title/tt0796375/
Killing Me Softly	drama, mystery, romance, thriller	2002	Chen Kaige	5.3	100	http://www.imdb.com/title/tt0250468/
The Human Stain	drama, romance, thriller	2003	Robert Benton	6.2	106	http://www.imdb.com/title/tt0308383/
Breaking the Waves	drama, romance	1996	Lars Von Trier	7.8	159	http://www.imdb.com/title/tt0115751/
Bent	drama, history, romance, war	1997	Sean Mathias	7.1	105	http://www.imdb.com/title/tt0118698/
Sliding Doors	comedy, drama, fantasy, romance, sci_fi	1998	Peter Howitt	6.7	99	http://www.imdb.com/title/tt0120148/
The Unbearable Lightness of Being	drama, romance	1988	Philip Kaufman	7.3	171	http://www.imdb.com/title/tt0096332/
Wicked	fantasy, musical, romance	2014	Stephen Daldry			http://www.imdb.com/title/tt1262426/
In the Realm of the Senses	drama, history, romance	1976	Nagisa Ôshima	6.6	109	http://www.imdb.com/title/tt0074102/
The Hunger	fantasy, horror, romance, thriller	1983	Tony Scott	6.4	97	http://www.imdb.com/title/tt0085701/
Bachelor Party	comedy, romance	1984	Neal Israel	6	105	http://www.imdb.com/title/tt0086927/
Teen Wolf	comedy, fantasy, romance	1985	Rod Daniel	5.8	91	http://www.imdb.com/title/tt0090142/
Can't Buy Me Love	comedy, drama, romance	1987	Steve Rash	6.4	94	http://www.imdb.com/title/tt0092718/
Less Than Zero	crime, drama, romance	1987	Marek Kanievska	6.1	98	http://www.imdb.com/title/tt0093407/
Dick Tracy	action, comedy, crime, romance, thriller	1990	Warren Beatty	6	105	http://www.imdb.com/title/tt0099422/
Revenge	crime, drama, romance, thriller	1990	Tony Scott	5.8	124	http://www.imdb.com/title/tt0100485/
Boomerang	comedy, drama, romance	1992	Reginald Hudlin	5.1	117	http://www.imdb.com/title/tt0103859/
Sliver	romance, thriller	1993	Phillip Noyce	4.7	108	http://www.imdb.com/title/tt0108162/
Frankenstein	drama, horror, romance, sci_fi	1994	Kenneth Branagh	6.3	123	http://www.imdb.com/title/tt0109836/
Little Women	drama, romance	1994	Gillian Armstrong	7.1	115	http://www.imdb.com/title/tt0110367/
Emma	comedy, romance	1996	Douglas McGrath	6.7	121	http://www.imdb.com/title/tt0116191/
The Nutty Professor	comedy, romance, sci_fi	1996	Tom Shadyac	5.5	95	http://www.imdb.com/title/tt0117218/
Six Days Seven Nights	action, adventure, comedy, romance	1998	Ivan Reitman	5.6	98	http://www.imdb.com/title/tt0120828/
Bicentennial Man	drama, fantasy, romance, sci_fi	1999	Chris Columbus	6.5	132	http://www.imdb.com/title/tt0182789/
Message in a Bottle	drama, romance	1999	Luis Mandoki	5.8	131	http://www.imdb.com/title/tt0139462/
A Midsummer Night's Dream	comedy, fantasy, romance	1999	Michael Hoffman	6.3	116	http://www.imdb.com/title/tt0140379/
The Mexican	adventure, comedy, crime, romance	2001	Gore Verbinski	6	123	http://www.imdb.com/title/tt0236493/
O	drama, romance, thriller	2001	Tim Blake Nelson	6	95	http://www.imdb.com/title/tt0184791/
Tuck Everlasting	drama, romance, family, fantasy	2002	Jay Russell	6.5	90	http://www.imdb.com/title/tt0283084/
The Lizzie McGuire Movie	adventure, comedy, family, music, romance	2003	Jim Fall	4.9	94	http://www.imdb.com/title/tt0306841/
Jersey Girl	comedy, drama, romance	2004	Kevin Smith	6.1	102	http://www.imdb.com/title/tt0300051/
Are We There Yet?	adventure, comedy, drama, family, romance	2005	Brian Levant	4.3	95	http://www.imdb.com/title/tt0368578/
Guess Who	comedy, romance	2005	Kevin Rodney Sullivan	5.8	105	http://www.imdb.com/title/tt0372237/
The Family Stone	comedy, drama, romance	2005	Thomas Bezucha	6.2	103	http://www.imdb.com/title/tt0356680/
The Perfect Man	comedy, family, romance	2005	Mark Rosman	5.2	100	http://www.imdb.com/title/tt0380623/
Annapolis	drama, romance, sport	2006	Justin Lin	5.4	108	http://www.imdb.com/title/tt0417433/
Amazing Grace	biography, drama, history, romance	2006	Michael Apted	7.4	117	http://www.imdb.com/title/tt0454776/
Van Wilder 2: The Rise of Taj	comedy, romance	2006	Mort Nathan	4.4	97	http://www.imdb.com/title/tt0480271/
Amelia	adventure, biography, drama, romance	2009	Mira Nair	5.7	111	http://www.imdb.com/title/tt1129445/
StreetDance 2	drama, music, romance	2012	Max Giwa, Dania Pasquini	5.3	85	http://www.imdb.com/title/tt1718903/
Weekend	drama, romance	2011	Andrew Haigh	7.4	97	http://www.imdb.com/title/tt1714210/
Red Dog	comedy, drama, family, romance	2011	Kriv Stenders	7.3	92	http://www.imdb.com/title/tt0803061/
The River Why	drama, romance	2010	Matthew Leutwyler	5.6	101	http://www.imdb.com/title/tt1241329/
Cyrus	drama, romance	2010	Jay Duplass, Mark Duplass	6.3	91	http://www.imdb.com/title/tt1336617/
Ondine	drama, romance	2009	Neil Jordan	6.7	111	http://www.imdb.com/title/tt1235796/
Forget Me Not	horror, romance, thriller	2009	Tyler Oliver	5	103	http://www.imdb.com/title/tt1147684/
Fido	comedy, drama, horror, romance	2006	Andrew Currie	6.7	93	http://www.imdb.com/title/tt0457572/
My Blueberry Nights	drama, romance	2007	Kar Wai Wong	6.7	95	http://www.imdb.com/title/tt0765120/
London	drama, romance	2005	Hunter Richards	6.4	92	http://www.imdb.com/title/tt0449061/
Ten Inch Hero	comedy, drama, romance	2007	David Mackay	7.2	102	http://www.imdb.com/title/tt0829297/
The Wackness	comedy, drama, romance	2008	Jonathan Levine	6.9	99	http://www.imdb.com/title/tt1082886/
Camp Rock	comedy, family, musical, romance	2008	Matthew Diamond	4.5	94	http://www.imdb.com/title/tt1055366/
The Red Baron	action, adventure, biography, drama, romance, war	2008	Nikolai Müllerschoen	6.1	106	http://www.imdb.com/title/tt0365675/
I Can't Think Straight	drama, romance	2008	Shamim Sarif	6.3	80	http://www.imdb.com/title/tt0830570/
The Importance of Being Earnest	comedy, drama, romance	2002	Oliver Parker	6.7	97	http://www.imdb.com/title/tt0278500/
The Legend of 1900	drama, music, romance	1998	Giuseppe Tornatore	7.9	170	http://www.imdb.com/title/tt0120731/
She's the One	comedy, drama, romance	1996	Edward Burns	6	96	http://www.imdb.com/title/tt0117628/
The Remains of the Day	drama, romance	1993	James Ivory	7.9	134	http://www.imdb.com/title/tt0107943/
Bitter Moon	drama, romance, thriller	1992	Roman Polanski	6.9	139	http://www.imdb.com/title/tt0104779/
My Own Private Idaho	drama, romance	1991	Gus Van Sant	7	104	http://www.imdb.com/title/tt0102494/
Mystic Pizza	comedy, drama, romance	1988	Donald Petrie	6	104	http://www.imdb.com/title/tt0095690/
Hairspray	comedy, music, romance	1988	John Waters	6.7	92	http://www.imdb.com/title/tt0095270/
Endless Love	drama, romance	1981	Franco Zeffirelli	4.4	116	http://www.imdb.com/title/tt0082329/
Delirium	adventure, fantasy, romance, sci_fi	2014	Rodrigo García			http://www.imdb.com/title/tt1698647/
She's Having a Baby	comedy, drama, romance	1988	John Hughes	5.6	106	http://www.imdb.com/title/tt0096094/
Doc Hollywood	comedy, drama, romance	1991	Michael Caton-Jones	5.9	104	http://www.imdb.com/title/tt0101745/
My Girl 2	comedy, drama, family, romance	1994	Howard Zieff	4.8	99	http://www.imdb.com/title/tt0110613/
Reality Bites	comedy, drama, romance	1994	Ben Stiller	6.4	99	http://www.imdb.com/title/tt0110950/
When a Man Loves a Woman	drama, romance	1994	Luis Mandoki	6.2	126	http://www.imdb.com/title/tt0111693/
Wyatt Earp	action, adventure, biography, romance, western	1994	Lawrence Kasdan	6.5	191	http://www.imdb.com/title/tt0111756/
Muriel's Wedding	comedy, drama, romance	1994	P.J. Hogan	7	106	http://www.imdb.com/title/tt0110598/
First Knight	adventure, drama, romance	1995	Jerry Zucker	5.7	134	http://www.imdb.com/title/tt0113071/
It Takes Two	comedy, family, romance	1995	Andy Tennant	5.2	101	http://www.imdb.com/title/tt0113442/
Vampire in Brooklyn	comedy, horror, romance	1995	Wes Craven	4.3	100	http://www.imdb.com/title/tt0114825/
Phenomenon	drama, fantasy, romance, sci_fi	1996	Jon Turteltaub	6.3	123	http://www.imdb.com/title/tt0117333/
Hope Floats	drama, romance	1998	Forest Whitaker	5.5	114	http://www.imdb.com/title/tt0119313/
Drive Me Crazy	comedy, drama, romance	1999	John Schultz	5.2	91	http://www.imdb.com/title/tt0164114/
For Love of the Game	drama, romance, sport	1999	Sam Raimi	6.3	137	http://www.imdb.com/title/tt0126916/
Return to Me	drama, romance	2000	Bonnie Hunt	6.6	115	http://www.imdb.com/title/tt0122459/
Baby Boy	comedy, crime, drama, romance	2001	John Singleton	6	130	http://www.imdb.com/title/tt0255819/
Heartbreakers	comedy, crime, romance	2001	David Mirkin	6.1	123	http://www.imdb.com/title/tt0125022/
Saving Silverman	comedy, romance, crime	2001	Dennis Dugan	5.7	90	http://www.imdb.com/title/tt0239948/
Antwone Fisher	biography, drama, romance	2002	Denzel Washington	7.1	120	http://www.imdb.com/title/tt0168786/
Uptown Girls	comedy, drama, romance	2003	Boaz Yakin	5.8	92	http://www.imdb.com/title/tt0263757/
Beyond Borders	adventure, drama, romance, war	2003	Martin Campbell	6.2	127	http://www.imdb.com/title/tt0294357/
Alfie	comedy, drama, romance	2004	Charles Shyer	6.1	103	http://www.imdb.com/title/tt0375173/
Bewitched	comedy, fantasy, romance	2005	Nora Ephron	4.7	102	http://www.imdb.com/title/tt0374536/
Herbie Fully Loaded	adventure, comedy, family, fantasy, romance, sport	2005	Angela Robinson	4.6	101	http://www.imdb.com/title/tt0400497/
Date Movie	comedy, romance	2006	Aaron Seltzer	2.7	83	http://www.imdb.com/title/tt0466342/
Man of the Year	comedy, drama, romance, thriller	2006	Barry Levinson	6.1	115	http://www.imdb.com/title/tt0483726/
Love in the Time of Cholera	drama, romance	2007	Mike Newell	6.2	139	http://www.imdb.com/title/tt0484740/
Waitress	comedy, drama, romance	2007	Adrienne Shelly	7	108	http://www.imdb.com/title/tt0473308/
Leatherheads	comedy, drama, romance, sport	2008	George Clooney	6	114	http://www.imdb.com/title/tt0379865/
Meet Dave	adventure, comedy, family, romance, sci_fi	2008	Brian Robbins	4.8	90	http://www.imdb.com/title/tt0765476/
Why Did I Get Married Too?	comedy, romance	2010	Tyler Perry	3.6	121	http://www.imdb.com/title/tt1391137/
Hello I Must Be Going	comedy, drama, romance	2012	Todd Louiso	5.8		http://www.imdb.com/title/tt2063666/
The Decoy Bride	comedy, drama, romance	2011	Sheree Folkson	5.8	89	http://www.imdb.com/title/tt1657299/
The Lady	biography, drama, history, romance	2011	Luc Besson	6.9	132	http://www.imdb.com/title/tt1802197/
Restless	drama, romance	2011	Gus Van Sant	6.6	91	http://www.imdb.com/title/tt1498569/
You May Not Kiss the Bride	comedy, romance	2011	Rob Hedden	5		http://www.imdb.com/title/tt1381418/
Take Me Home	comedy, romance	2011	Sam Jaeger	6.6	97	http://www.imdb.com/title/tt1261954/
Camp Rock 2: The Final Jam	comedy, family, musical, romance	2010	Paul Hoen	4.8	97	http://www.imdb.com/title/tt1252380/
Beauty & the Briefcase	comedy, romance	2010	Gil Junger	5.3	83	http://www.imdb.com/title/tt1493842/
